day,mixer_name,eth_tx_count,eth_in_eth,eth_out_eth,eth_net_eth,eth_total_eth,erc20_tx_count,erc20_in_usd,erc20_out_usd,erc20_net_usd,erc20_total_usd
2023/1/2,Aztec Connect,3117,686.9218182,0,686.9218182,686.9218182,244,213668.7854,293995.458,-80326.67257,507664.2434
2023/1/3,Aztec Connect,3671,978.3166174,0,978.3166174,978.3166174,258,290562.8712,242699.2615,47863.6097,533262.1327
2023/1/4,Aztec Connect,2794,778.3077644,0,778.3077644,778.3077644,186,152339.3084,235221.6177,-82882.30926,387560.9261
2023/1/5,Aztec Connect,2740,936.615482,0,936.615482,936.615482,179,211158.3967,164395.9426,46762.45408,375554.3394
2023/1/6,Aztec Connect,3262,596.3953795,0,596.3953795,596.3953795,149,85164.2853,146865.7992,-61701.51391,232030.0845
2023/1/7,Aztec Connect,3570,609.1212721,0,609.1212721,609.1212721,193,104939.9957,111905.0494,-6965.0537,216845.0451
2023/1/8,Aztec Connect,3331,531.5315038,0,531.5315038,531.5315038,172,133075.5424,81081.85753,51993.68488,214157.3999
2023/1/9,Aztec Connect,3063,708.3204564,0,708.3204564,708.3204564,185,110781.3534,127184.6475,-16403.29416,237966.0009
2023/1/10,Aztec Connect,2902,519.3495923,0,519.3495923,519.3495923,159,148729.8456,106285.1152,42444.73042,255014.9608
2023/1/11,Aztec Connect,2481,484.6688601,0,484.6688601,484.6688601,138,213666.9418,89484.7272,124182.2146,303151.6689
2023/1/12,Aztec Connect,2228,424.421372,0,424.421372,424.421372,147,112776.3774,201146.2801,-88369.90275,313922.6575
2023/1/13,Aztec Connect,2128,746.1673161,0,746.1673161,746.1673161,161,142873.0728,201330.7948,-58457.722,344203.8677
